Date of Complaint,Date of Closure,Street,City,State,ZIP,Cable Provider,Billing,Service,Internet,Telephone Answering Time,Reception,Construction,Marketing,Installation,Cable Service Availability,Cable Line Related,Telephone Service,Other,Type,Location
12/13/2007,12/18/2007,Dairymaid Dr #301,Germantown,MD,20874,Verizon,1,,,,,,,,,,,,Complaint,"Dairymaid Dr #301
Germantown, MD 20874"
12/13/2007,12/21/2007,Ashmore Ct,Olney,MD,20832,Comcast,,1,,1,1,,,,,,,,Complaint,"Ashmore Ct
Olney, MD 20832"
12/14/2007,12/17/2007,Notley Rd,Silver Spring,MD,20905,Comcast,1,1,,,,,,,,,,,Complaint,"Notley Rd
Silver Spring, MD 20905"
12/14/2007,1/31/2008,Moran Dr,North Potomac,MD,20878,Comcast,,1,,1,1,,,,,,,,Complaint,"Moran Dr
North Potomac, MD 20878"
12/14/2007,12/17/2007,Woodbine St,Chevy Chase,MD,20815,RCN,,,,,,,,,,,,1,Complaint,"Woodbine St
Chevy Chase, MD 20815"
12/14/2007,12/28/2007,N Chelsea Ln,Bethesda,MD,20814,Comcast,,1,,,1,,,,,,,,Complaint,"N Chelsea Ln
Bethesda, MD 20814"
12/14/2007,12/26/2007,Damascus Rd,Gaithersburg,MD,20882,Comcast,,,,,,,,,1,,,,Complaint,"Damascus Rd
Gaithersburg, MD 20882"
12/14/2007,12/19/2007,Piney Branch Rd #12,Silver Spring,MD,20901,Comcast,,,,,,,,,,1,,,Complaint,"Piney Branch Rd #12
Silver Spring, MD 20901"
12/14/2007,12/19/2007,Park Mill Dr,Rockville,MD,20855,Comcast,,1,,1,,,,,,,,,Complaint,"Park Mill Dr
Rockville, MD 20855"
12/14/2007,12/31/2007,Hankin St,Silver Spring,MD,20910,RCN,,1,,,1,,,,,,,,Complaint,"Hankin St
Silver Spring, MD 20910"
12/14/2007,12/17/2007,Woodbine St,Chevy Chase,MD,20815,Verizon,,,,,,,,1,,,,,Complaint,"Woodbine St
Chevy Chase, MD 20815"
12/17/2007,3/4/2008,Sussex Rd,Silver Spring,MD,20910,Comcast,,1,1,,1,,,,,,,,Complaint,"Sussex Rd
Silver Spring, MD 20910"
12/17/2007,12/18/2007,Coldstream Dr,Potomac,MD,20854,Comcast,1,1,,,,,,1,,,,,Complaint,"Coldstream Dr
Potomac, MD 20854"
12/17/2007,12/17/2007,University Blvd W #206,Silver Spring,MD,20902,Comcast,,1,,1,,,,,,,,,Complaint,"University Blvd W #206
Silver Spring, MD 20902"
12/17/2007,12/27/2007,Montrose Rd #222,Rockville,MD,20852,Comcast,,,,,1,,,,,,,,Complaint,"Montrose Rd #222
Rockville, MD 20852"
12/17/2007,2/8/2008,Hoskinson Rd,Poolesville,MD,20837,Comcast,,1,,,1,,,,,,,,Complaint,"Hoskinson Rd
Poolesville, MD 20837"
12/17/2007,12/19/2007,Bluhill Rd,Silver Spring,MD,20902,Verizon,1,,,,,,,,,,,,Complaint,"Bluhill Rd
Silver Spring, MD 20902"
12/17/2007,12/18/2007,Balsam Grove Ct,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Balsam Grove Ct
Rockville, MD 20852"
12/17/2007,1/10/2008,Brixton Ln,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Brixton Ln
Bethesda, MD 20817"
12/17/2007,12/20/2007,Tuckerman Ln,Potomac,MD,20854,Comcast,1,,,,,,1,,,,,,Complaint,"Tuckerman Ln
Potomac, MD 20854"
12/17/2007,12/28/2007,Newport U,Deerfield Beach,FL,33442,Comcast,1,,,,,,,,,,,,Complaint,"Newport U
Deerfield Beach, FL 33442"
12/18/2007,1/3/2008,Crescent St,Bethesda,MD,20916,Comcast,1,,,1,,,,,,,,,Complaint,"Crescent St
Bethesda, MD 20916"
12/18/2007,12/21/2007,Canterfield Ct,Germantown,MD,20876,Comcast,1,1,1,,,,,,,,,,Complaint,"Canterfield Ct
Germantown, MD 20876"
12/18/2007,12/28/2007,Burning Bush Ln,Silver Spring,MD,20906,Comcast,,1,,,,,,1,,,,,Complaint,"Burning Bush Ln
Silver Spring, MD 20906"
12/18/2007,12/27/2007,Westbard Av #403,Bethesda,MD,20816,Verizon,,1,,,,,,1,,,,,Complaint,"Westbard Av #403
Bethesda, MD 20816"
12/18/2007,1/15/2008,Misty Meadow Ter,Germantown,MD,20874,Verizon,,,,,,,,,,1,,,Complaint,"Misty Meadow Ter
Germantown, MD 20874"
12/18/2007,1/23/2008,Cooper Mountian Ter,Silver Spring,MD,20906,Comcast,1,,,1,,,,,,,,,Complaint,"Cooper Mountian Ter
Silver Spring, MD 20906"
12/18/2007,12/20/2007,Winterberry Ln,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Winterberry Ln
Bethesda, MD 20817"
12/19/2007,12/31/2007,Scotland Dr,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Scotland Dr
Potomac, MD 20854"
12/19/2007,3/19/2008,Archwood Wy,Olney,MD,20832,Comcast,,,,,,,,,,1,,,Complaint,"Archwood Wy
Olney, MD 20832"
12/19/2007,12/27/2007,Northfield Rd,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Northfield Rd
Bethesda, MD 20817"
12/19/2007,12/31/2007,Gorman Cir,Boyds,MD,20841,Comcast,,1,1,,,,,1,,,1,,Complaint,"Gorman Cir
Boyds, MD 20841"
12/19/2007,12/21/2007,Remsbury Pl,Montgomery Village,MD,20886,Comcast,1,1,,,,,,,,,,1,Complaint,"Remsbury Pl
Montgomery Village, MD 20886"
12/20/2007,1/4/2008,Acacia Av,Bethesda,MD,20814,Verizon,1,,,,,,,,,,,,Complaint,"Acacia Av
Bethesda, MD 20814"
12/20/2007,4/30/2008,Colesville Rd #401,Silver Spring,MD,20910,Comcast,1,,,,1,,,,,,,,Complaint,"Colesville Rd #401
Silver Spring, MD 20910"
12/20/2007,12/27/2007,Massena Rd,Bethesda,MD,20817,Verizon,,1,,,1,,,,,,,,Complaint,"Massena Rd
Bethesda, MD 20817"
12/20/2007,1/9/2008,Nicholson Ln #605,Rockville,MD,20852,Comcast,1,,,,,,,,,,,1,Complaint,"Nicholson Ln #605
Rockville, MD 20852"
12/20/2007,1/11/2008,Buxton Ter,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Buxton Ter
Bethesda, MD 20817"
12/20/2007,1/4/2008,University Blvd W #328,Silver Spring,MD,20901,Verizon,1,,,,,,,,,,,,Complaint,"University Blvd W #328
Silver Spring, MD 20901"
12/20/2007,12/28/2007,Temple St,Bethesda,MD,20817,Comcast,,1,,,1,,,,,,,,Complaint,"Temple St
Bethesda, MD 20817"
12/21/2007,1/14/2008,Vassar Cir,Glen Echo,MD,20812,Verizon,1,,,,,,,,,,,,Complaint,"Vassar Cir
Glen Echo, MD 20812"
12/21/2007,12/31/2007,Mary Cassatt Dr,Potomac,MD,20854,Comcast,,1,1,1,,,,,,,,,Complaint,"Mary Cassatt Dr
Potomac, MD 20854"
12/21/2007,1/23/2008,Sojourn Ct,Germantown,MD,20876,Comcast,,,1,,,,,,,,,,Complaint,"Sojourn Ct
Germantown, MD 20876"
12/21/2007,1/10/2008,Stonemason Dr,Gaithersburg,MD,20878,Comcast,,1,1,,1,,,,,1,,,Complaint,"Stonemason Dr
Gaithersburg, MD 20878"
12/21/2007,12/27/2007,Rockville Pk #813,Rockville,MD,20852,Comcast,1,,,,,,,,,,,,Complaint,"Rockville Pk #813
Rockville, MD 20852"
12/24/2007,12/28/2007,Founders Pl,Damascus,MD,20872,Comcast,1,,,,,,,,,,,,Complaint,"Founders Pl
Damascus, MD 20872"
12/24/2007,12/28/2007,Pooks Hill Rd #1118 S,Bethesda,MD,20814,Comcast,,1,,1,1,,,,,,,,Complaint,"Pooks Hill Rd #1118 S
Bethesda, MD 20814"
12/24/2007,1/10/2008,Woodfield Rd,Damascus,MD,20872,Verizon,,1,,,,,,,,,,1,Complaint,"Woodfield Rd
Damascus, MD 20872"
12/24/2007,1/11/2008,Paulsboro Dr,Rockville,MD,20850,Comcast,1,,,1,,,,,,,,,Complaint,"Paulsboro Dr
Rockville, MD 20850"
12/24/2007,1/3/2008,Showbarn Cir,Damascus,MD,20872,Verizon,1,,,,,,1,,,,,,Complaint,"Showbarn Cir
Damascus, MD 20872"
12/24/2007,1/23/2008,Wyaconda Rd,Rockville,MD,20852,Comcast,1,,,1,,,,,,,,,Complaint,"Wyaconda Rd
Rockville, MD 20852"
12/24/2007,12/28/2007,Redland Blvd,Rockville,MD,20850,Comcast,,1,,,1,,,,,,,,Complaint,"Redland Blvd
Rockville, MD 20850"
12/26/2007,12/31/2007,Whetstone Glen St,Gaithersburg,MD,20877,Comcast,,1,,,,,,,1,1,,,Complaint,"Whetstone Glen St
Gaithersburg, MD 20877"
12/27/2007,1/10/2008,Smallwood Dr,Bethesda,MD,20816,Verizon,1,,,,,,,,,,,,Complaint,"Smallwood Dr
Bethesda, MD 20816"
12/27/2007,6/30/2008,Tothill Dr,Olney,MD,20832,Verizon,1,,,,,,,,,,,1,Complaint,"Tothill Dr
Olney, MD 20832"
12/27/2007,12/28/2007,Courthouse Sq #1010,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Courthouse Sq #1010
Rockville, MD 20850"
12/27/2007,1/10/2008,Adelaide Dr,Bethesda,MD,20817,Verizon,,,,,,,,,,,,1,Complaint,"Adelaide Dr
Bethesda, MD 20817"
12/27/2007,12/27/2007,Potomac Crest Dr,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Potomac Crest Dr
Potomac, MD 20854"
12/27/2007,12/31/2007,Curran Rd,Silver Spring,MD,20901,RCN,1,1,,1,1,,,,,,,,Complaint,"Curran Rd
Silver Spring, MD 20901"
12/27/2007,1/10/2008,Oak Leaf Dr #1917,Silver Spring,MD,20904,Comcast,,1,,,,,,,,,,1,Complaint,"Oak Leaf Dr #1917
Silver Spring, MD 20904"
12/28/2007,12/28/2007,Summit Av,Kensington,MD,20895,Comcast,1,,,,,,,,,,,,Complaint,"Summit Av
Kensington, MD 20895"
12/28/2007,12/31/2008,Cloister Dr,Rockville,MD,20852,Comcast,,,,,,,,,,,,1,Complaint,"Cloister Dr
Rockville, MD 20852"
12/31/2007,1/3/2008,Hillride Dr,Kensington,MD,20895,Verizon,1,,,1,,,,,,,,,Complaint,"Hillride Dr
Kensington, MD 20895"
1/2/2008,1/4/2008,Ballinger Ter,Burtonsville,MD,20866,Verizon,,,,,,,,,,1,,,Complaint,"Ballinger Ter
Burtonsville, MD 20866"
1/2/2008,1/31/2008,Arctic Av,Rockville,MD,20853,Comcast,1,,,1,,,1,,,,,,Complaint,"Arctic Av
Rockville, MD 20853"
1/2/2008,1/8/2008,Melody Ln,Bethesda,MD,20817,Comcast,,,,1,1,,,,,,,,Complaint,"Melody Ln
Bethesda, MD 20817"
1/2/2008,2/12/2008,Custis Dr,Rockville,MD,20853,Comcast,,1,,,,,,,,1,,,Complaint,"Custis Dr
Rockville, MD 20853"
1/2/2008,1/9/2008,Piccadilly Rd,Silver Spring,MD,20906,Comcast,1,,,1,,,,,,,,,Complaint,"Piccadilly Rd
Silver Spring, MD 20906"
1/2/2008,6/30/2008,Roosevelt St,Bethesda,MD,20817,RCN,,1,,1,,,,,,,,1,Complaint,"Roosevelt St
Bethesda, MD 20817"
1/2/2008,2/8/2008,Starlight Ct,Rockville,MD,20854,Comcast,1,1,,,,,,,,,,,Complaint,"Starlight Ct
Rockville, MD 20854"
1/2/2008,1/8/2008,Thornwood Rd,Kensington,MD,20895,Comcast,,1,,1,1,,,,,,,,Complaint,"Thornwood Rd
Kensington, MD 20895"
1/2/2008,1/7/2008,Barclay Ct,Rockville,MD,20850,Comcast,,1,,,,,,,,1,,,Complaint,"Barclay Ct
Rockville, MD 20850"
1/2/2008,1/3/2008,Collingdale Wy,Montgomery Village,MD,20886,Comcast,1,,,1,,,,,,,,,Complaint,"Collingdale Wy
Montgomery Village, MD 20886"
1/2/2008,1/10/2008,Carroll Av #102,Silver Spring,MD,20903,Comcast,,1,1,,,,,,,,,,Complaint,"Carroll Av #102
Silver Spring, MD 20903"
1/3/2008,1/4/2008,Shining Willow Dr,Rockville,MD,20850,Comcast,,1,,1,1,,,,,,,,Complaint,"Shining Willow Dr
Rockville, MD 20850"
1/3/2008,1/9/2008,Pooks Hill Rd #211 N,Bethesda,MD,20814,Comcast,,1,,,1,,,,,,,,Complaint,"Pooks Hill Rd #211 N
Bethesda, MD 20814"
1/3/2008,1/10/2008,Lawrence Av,Kensington,MD,20895,Comcast,1,,,1,,,1,,,,,,Complaint,"Lawrence Av
Kensington, MD 20895"
1/3/2008,1/10/2008,River Rd,Bethesda,MD,20816,Comcast,,,,1,1,,,,,,,,Complaint,"River Rd
Bethesda, MD 20816"
1/3/2008,1/8/2008,Brucar Ct,Gaithersburg,MD,20878,Comcast,,1,,1,1,,,,,,,,Complaint,"Brucar Ct
Gaithersburg, MD 20878"
1/3/2008,1/3/2008,Sheffield St,Silver Spring,MD,20910,RCN,1,,,,,,,,,,,,Complaint,"Sheffield St
Silver Spring, MD 20910"
1/3/2008,1/9/2008,Royal Manor Wy,Gaithersburg,MD,20878,Comcast,,1,,,,,,,,1,,,Complaint,"Royal Manor Wy
Gaithersburg, MD 20878"
1/4/2008,1/8/2008,Claude Ln,Silver Spring,MD,20905,Comcast,,1,,,1,,,,,,1,,Complaint,"Claude Ln
Silver Spring, MD 20905"
1/4/2008,1/8/2008,Sentinel Dr #205,Bethesda,MD,20816,Comcast,1,,,1,,,,,,,,,Complaint,"Sentinel Dr #205
Bethesda, MD 20816"
1/4/2008,1/16/2008,Davis Mill Rd,Germantown,MD,20876,Verizon,,,,,,,,1,1,,,,Complaint,"Davis Mill Rd
Germantown, MD 20876"
1/4/2008,1/10/2008,Old Georgetown Rd #2217,Bethesda,MD,20854,Comcast,1,,,1,,,,,,,,,Complaint,"Old Georgetown Rd #2217
Bethesda, MD 20854"
1/4/2008,1/10/2008,Brent Rd,Potomac,MD,20854,Comcast,,1,1,,,,,,,,,,Complaint,"Brent Rd
Potomac, MD 20854"
1/4/2008,1/11/2008,Sandy Knoll Dr,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Sandy Knoll Dr
Olney, MD 20832"
1/4/2008,1/7/2008,Gilchrist Ct,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Gilchrist Ct
Potomac, MD 20854"
1/4/2008,6/30/2008,Cloister Dr,North Bethesda,MD,20852,Verizon,,1,,,1,,,,,,,,Complaint,"Cloister Dr
North Bethesda, MD 20852"
1/4/2008,1/14/2008,McKenney Av #202,Silver Spring,MD,20902,Verizon,,,,,1,,,,,,,,Complaint,"McKenney Av #202
Silver Spring, MD 20902"
1/7/2008,1/21/2008,Shotley Bridge Pl,Olney,MD,20832,Verizon,1,,,,,,1,,,,,,Complaint,"Shotley Bridge Pl
Olney, MD 20832"
1/7/2008,1/8/2008,Deborah Dr,Potomac,MD,20854,Comcast,,,,,,,,,,,,1,Complaint,"Deborah Dr
Potomac, MD 20854"
1/7/2008,1/21/2008,Dresden St,Kensington,MD,20895,Verizon,,,,1,,,,,,,,,Complaint,"Dresden St
Kensington, MD 20895"
1/7/2008,1/8/2008,Safe Harbor Ct,Rockville,MD,20850,Comcast,,1,,1,,,,,,,,,Complaint,"Safe Harbor Ct
Rockville, MD 20850"
1/7/2008,1/10/2008,Windrush Ln,Sandy Spring,MD,20860,Comcast,,1,,1,,,,,,,,,Complaint,"Windrush Ln
Sandy Spring, MD 20860"
1/7/2008,1/11/2008,16th St #B437 NW,Washington,DC,20010,Comcast,1,,,,,,,,,,,,Complaint,"16th St #B437 NW
Washington, DC 20010"
1/7/2008,6/30/2008,South Fifth St,Louisville,KY,40202,RCN,1,,,,,,,,,,,,Complaint,"South Fifth St
Louisville, KY 40202"
1/7/2008,1/16/2008,Calumet Dr,Silver Spring,MD,20901,Verizon,1,,,1,,,,,,,,,Complaint,"Calumet Dr
Silver Spring, MD 20901"
1/7/2008,1/23/2008,Collingwood Ter,Silver Spring,MD,20904,Comcast,,,,1,,,,,,,,,Complaint,"Collingwood Ter
Silver Spring, MD 20904"
1/7/2008,1/9/2008,Homecrest Rd #2017,Silver Spring,MD,20906,Comcast,1,,,,,,,,,,,,Complaint,"Homecrest Rd #2017
Silver Spring, MD 20906"
1/8/2008,1/17/2008,Towne Crest Ct,Gaithersburg,MD,20877,Comcast,1,,,1,,,,,,,,,Complaint,"Towne Crest Ct
Gaithersburg, MD 20877"
1/8/2008,1/9/2008,Echo Ct,Potomac,MD,20854,Comcast,1,,,,,,,,,,,,Complaint,"Echo Ct
Potomac, MD 20854"
1/8/2008,1/10/2008,New Hampshire Av,Ashton,MD,20861,Comcast,,1,1,1,,,,,,,,,Complaint,"New Hampshire Av
Ashton, MD 20861"
1/8/2008,1/9/2008,Garden Wy,Potomac,MD,20854,Verizon,,,,1,,,,,,,,1,Complaint,"Garden Wy
Potomac, MD 20854"
1/8/2008,4/3/2008,Sunset Dr,Rockville,MD,20850,Comcast,,1,1,,,,,,,,,,Complaint,"Sunset Dr
Rockville, MD 20850"
1/9/2008,1/10/2008,Ambiance Dr,North Potomac,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Ambiance Dr
North Potomac, MD 20878"
1/10/2008,1/16/2008,Gallagher Wy,Olney,MD,20832,Comcast,,1,,,,,,,,,,,Complaint,"Gallagher Wy
Olney, MD 20832"
1/10/2008,1/17/2008,Landon Ln,Bethesda,MD,20817,Verizon,,1,,,1,,,,,,,,Complaint,"Landon Ln
Bethesda, MD 20817"
1/10/2008,12/31/2008,Bannockburn Ridge Ct,Bethesda,MD,20817,Comcast,,1,,1,,,,,,1,,,Complaint,"Bannockburn Ridge Ct
Bethesda, MD 20817"
1/11/2008,1/14/2008,Kings Crossing Blvd #108,Boyds,MD,20841,Verizon,,1,,,,,,,,,,1,Complaint,"Kings Crossing Blvd #108
Boyds, MD 20841"
1/11/2008,1/29/2008,Woodland Dr,Silver Spring,MD,20910,RCN,1,,,,,,,,,,,,Complaint,"Woodland Dr
Silver Spring, MD 20910"
1/11/2008,1/22/2008,Rock Rd,Rockville,MD,20852,Verizon,,1,,,,,,,,,,1,Complaint,"Rock Rd
Rockville, MD 20852"
1/14/2008,1/22/2008,Log House Rd,Gaithersburg,MD,20882,Verizon,1,,,1,,,,,,,,,Complaint,"Log House Rd
Gaithersburg, MD 20882"
1/14/2008,2/14/2008,Marlin St,Rockville,MD,20853,Comcast,,1,,1,,,,,,,1,,Complaint,"Marlin St
Rockville, MD 20853"
1/14/2008,1/22/2008,Featherstone St,Gaithersburg,MD,20878,Comcast,,,,,,,,,,,,1,Complaint,"Featherstone St
Gaithersburg, MD 20878"
1/14/2008,1/23/2008,Parkvale Rd,Rockville,MD,20853,Comcast,1,,,,,,,,,,,,Complaint,"Parkvale Rd
Rockville, MD 20853"
1/14/2008,1/22/2008,Winterberry Ln,Bethesda,MD,20817,Verizon,1,,,,,,,,,,,,Complaint,"Winterberry Ln
Bethesda, MD 20817"
1/14/2008,1/23/2008,Guildberry Ct #101,Gaithersburg,MD,20879,Comcast,1,,,1,,,,,,,,,Complaint,"Guildberry Ct #101
Gaithersburg, MD 20879"
1/14/2008,1/16/2008,Ashleigh Greene Rd,Boyds,MD,20841,Comcast,1,,,,,,,,,,,,Complaint,"Ashleigh Greene Rd
Boyds, MD 20841"
1/14/2008,6/30/2008,Newcastle Av,Silver Spring,MD,20910,RCN,,,1,,,,,,,,,,Complaint,"Newcastle Av
Silver Spring, MD 20910"
1/14/2008,1/23/2008,Mills Choice Rd #2,Montgomery Village,MD,20886,Comcast,,,,,,,,,,1,,,Complaint,"Mills Choice Rd #2
Montgomery Village, MD 20886"
1/14/2008,1/22/2008,Paprika Ct,Germantown,MD,20874,Verizon,,1,,,,,,,,,,,Complaint,"Paprika Ct
Germantown, MD 20874"
1/14/2008,2/13/2008,Bluhill Rd,Silver Spring,MD,20902,Verizon,1,,,1,,,,,,,,,Complaint,"Bluhill Rd
Silver Spring, MD 20902"
1/15/2008,1/15/2008,Fenwick Ln,Silver Spring,MD,20910,Comcast,,,,1,,,,,,,,,Complaint,"Fenwick Ln
Silver Spring, MD 20910"
1/15/2008,1/22/2008,Newhall  Rd,Potomac,MD,20854,Comcast,,1,,,,,,,,,1,,Complaint,"Newhall Rd
Potomac, MD 20854"
1/15/2008,1/22/2008,Halpine Rd #1210,Rockville,MD,20852,Comcast,1,,,1,,,,,,,,,Complaint,"Halpine Rd #1210
Rockville, MD 20852"
1/15/2008,1/31/2008,Ranworth Dr,Germantown,MD,20874,Comcast,,1,,,,,1,,,,,,Complaint,"Ranworth Dr
Germantown, MD 20874"
1/15/2008,1/24/2008,Crest Park Dr,Silver Spring,MD,20903,Comcast,1,1,1,,1,,,,,,,,Complaint,"Crest Park Dr
Silver Spring, MD 20903"
1/15/2008,1/16/2008,Greenside Ter,Montgomery Village,MD,20886,Comcast,,1,1,1,1,,,,,,1,,Complaint,"Greenside Ter
Montgomery Village, MD 20886"
1/16/2008,1/31/2008,River View Dr,Potomac,MD,20854,Comcast,,,,,,,,,1,,,,Complaint,"River View Dr
Potomac, MD 20854"
1/16/2008,3/1/2008,Whitney St,Silver Spring,MD,20901,RCN,1,,,,,,,,,,,,Complaint,"Whitney St
Silver Spring, MD 20901"
1/16/2008,1/22/2008,Garden View Wy,Rockville,MD,20850,Comcast,,1,1,1,,,,,,,,,Complaint,"Garden View Wy
Rockville, MD 20850"
1/16/2008,1/18/2008,Houston Av #307,Takoma Park,MD,20912,Comcast,1,,,,,,,,,,,,Complaint,"Houston Av #307
Takoma Park, MD 20912"
1/16/2008,1/17/2008,Gilsan St,Silver Spring,MD,20902,Verizon,,1,,,,,,,,,,,Complaint,"Gilsan St
Silver Spring, MD 20902"
1/16/2008,2/21/2008,Mills Choice Rd,Montgomery Village,MD,20886,Comcast,,,,,,,,,,1,,,Complaint,"Mills Choice Rd
Montgomery Village, MD 20886"
1/17/2008,1/23/2008,Halston Way,Bethesda,MD,20814,Comcast,,1,1,,1,,,,,,,,Complaint,"Halston Way
Bethesda, MD 20814"
1/17/2008,1/18/2008,Spencer Rd,Silver Spring,MD,20910,RCN,1,,,,,,,,,,,,Complaint,"Spencer Rd
Silver Spring, MD 20910"
1/18/2008,1/23/2008,Spring St #810,Silver Spring,MD,20910,Comcast,,1,,1,,,,,,,,,Complaint,"Spring St #810
Silver Spring, MD 20910"
1/18/2008,1/22/2008,Dale Dr,Silver Spring,MD,20910,Comcast,,1,,,1,,,,,,,,Complaint,"Dale Dr
Silver Spring, MD 20910"
1/18/2008,1/22/2008,Braeburn Pl,Bethesda,MD,20817,Verizon,,1,,1,,,,,,,,,Complaint,"Braeburn Pl
Bethesda, MD 20817"
1/18/2008,3/26/2008,Moorland Ln #807,Bethesda,MD,20814,Verizon,1,1,,,,,,1,,,,,Complaint,"Moorland Ln #807
Bethesda, MD 20814"
1/18/2008,1/31/2008,Secluded Wy,Gaithersburg,MD,20878,Comcast,1,,,,,,,,,,,,Complaint,"Secluded Wy
Gaithersburg, MD 20878"
1/18/2008,1/23/2008,Robinwood Rd,Bethesda,MD,20817,Comcast,1,,,,,,,,,,,,Complaint,"Robinwood Rd
Bethesda, MD 20817"
1/22/2008,1/28/2008,Congressional Ln,Rockville,MD,20852,Comcast,,1,1,,1,,,,,,1,,Complaint,"Congressional Ln
Rockville, MD 20852"
1/22/2008,1/24/2008,Lafayette Dr,Olney,MD,20832,Comcast,1,,,,,,,,,,,,Complaint,"Lafayette Dr
Olney, MD 20832"
1/22/2008,1/23/2008,Centergate Dr,Silver Spring,MD,20905,Comcast,1,,,,,,,,,,,,Complaint,"Centergate Dr
Silver Spring, MD 20905"
1/22/2008,2/25/2008,Coral Sea Av,Rockville,MD,20851,Comcast,1,,,,,,,,,,,,Complaint,"Coral Sea Av
Rockville, MD 20851"
1/22/2008,1/24/2008,Bel Pre Rd #304,Silver Spring,MD,20906,Comcast,,1,,,,,,,,,,,Complaint,"Bel Pre Rd #304
Silver Spring, MD 20906"
1/22/2008,2/20/2008,S Glebe Rd,Arlington,VA,22204,Comcast,1,,,,,,,,,,,,Complaint,"S Glebe Rd
Arlington, VA 22204"
1/22/2008,1/25/2008,Founders Pl,Damascus,MD,20872,Comcast,,1,1,,,,,,,,,,Complaint,"Founders Pl
Damascus, MD 20872"
1/22/2008,1/30/2008,11th St,Colonial Beach,VA,22443,Verizon,1,,,,,,,,,,,,Complaint,"11th St
Colonial Beach, VA 22443"
1/22/2008,3/1/2008,First Av #513D,Silver Spring,MD,20910,RCN,1,,,,,,,1,,,,,Complaint,"First Av #513D
Silver Spring, MD 20910"
1/23/2008,2/25/2008,Buehler Rd #177,Olney,MD,20832,Comcast,1,1,1,,,,,,,,,,Complaint,"Buehler Rd #177
Olney, MD 20832"
1/23/2008,4/1/2008,Westbard Av #208,Bethesda,MD,20816,RCN,1,,,,,,,,,,,,Complaint,"Westbard Av #208
Bethesda, MD 20816"
1/23/2008,1/25/2008,Tuppence Ct,Rockville,MD,20850,Comcast,1,,,,,,,,,,,,Complaint,"Tuppence Ct
Rockville, MD 20850"
1/24/2008,1/29/2008,Coniston Ct,Potomac,MD,20854,Comcast,,,1,,,,,,,,,,Complaint,"Coniston Ct
Potomac, MD 20854"
1/24/2008,1/29/2008,Spire St,Clarksburg,MD,20871,Comcast,,1,1,,,,,,,,,,Complaint,"Spire St
Clarksburg, MD 20871"
1/24/2008,1/28/2008,Northwest Dr,Silver Spring,MD,20901,Comcast,,,,,,,,,,1,,,Complaint,"Northwest Dr
Silver Spring, MD 20901"
1/24/2008,1/31/2008,Mayhill Terr,Gaithersburg,MD,20879,Comcast,1,1,,,,,,,,,1,,Complaint,"Mayhill Terr
Gaithersburg, MD 20879"
1/24/2008,1/25/2008,Raymond St,Chevy Chase,MD,20815,Comcast,,1,1,1,1,,,,,,,,Complaint,"Raymond St
Chevy Chase, MD 20815"
1/25/2008,1/31/2008,Willard Av #1529,Chevy Chase,MD,20815,Comcast,,1,,,,,,,,,,,Complaint,"Willard Av #1529
Chevy Chase, MD 20815"
1/25/2008,1/29/2008,Willow Wood Dr,Silver Spring,MD,20904,Verizon,1,,,,,,1,,,,,,Complaint,"Willow Wood Dr
Silver Spring, MD 20904"
1/25/2008,1/30/2008,E Hamilton St,Silver Spring,MD,20901,Comcast,1,,,,,,,,,,,,Complaint,"E Hamilton St
Silver Spring, MD 20901"
1/25/2008,1/29/2008,Friendship Blvd #2409N,Chevy Chase,MD,20815,Comcast,,1,1,,1,,,,,,,,Complaint,"Friendship Blvd #2409N
Chevy Chase, MD 20815"
1/25/2008,1/25/2008,North Rosemont Blvd #321,Tucson,AZ,85712,RCN,1,,,,,,,,,,,,Complaint,"North Rosemont Blvd #321
Tucson, AZ 85712"
1/25/2008,2/8/2008,Cervantes Av,Darnestown,MD,20874,Comcast,,,,,,,,,,,,1,Complaint,"Cervantes Av
Darnestown, MD 20874"
1/25/2008,2/27/2008,Ashleigh Woods Ct,Rockville,MD,20851,Comcast,1,,,,,,1,,,,,,Complaint,"Ashleigh Woods Ct
Rockville, MD 20851"
1/25/2008,2/21/2008,Burbank Dr,Potomac,MD,20854,Comcast,,1,,,1,,,,,,,,Complaint,"Burbank Dr
Potomac, MD 20854"
1/25/2008,2/9/2008,Weller Rd,Silver Spring,MD,20906,Verizon,1,,,1,,,,,,,,,Complaint,"Weller Rd
Silver Spring, MD 20906"
1/28/2008,1/30/2008,Blue Valley Dr,Silver Spring,MD,20904,Comcast,1,,,,,,,,,,,,Complaint,"Blue Valley Dr
Silver Spring, MD 20904"
